timestamp,Gender,Age,_Sector,_Department,Familiarity,Resistance,Openness,Usage,Tools,Motivations,Issues,IssuesDetails,Trust,Concerns,LossOfAutonomy,ReducedThinking,FearOfJobLoss,FearOfJobLossDetails,OtherConcerns,OtherConcernsDetails,Involved,WantToBeInvolved,ImpactOfBeingInvolved,WillingnessForTraining,Suggestions,Sector,Department,SupportDepartment,*Familiarity,*Openness,*Usage,*LossOfAutonomy,*ReducedThinking,*WillingnessForTraining
12/05/2024 15:04:18,Homme,18-25 ans,Énergie et environnement,R&D,Un peu familier,Oui,Plutôt ouvert,Jamais,{'Reconnaissance faciale/biometrique'},{'Gain de temps'},Non,,2,Oui,Un peu,Moyennement,Non,"Je suis à un poste qui nécessite pas mal de prise d'initiative, d'analyse, de subjectivité. Ce n'est pas le type de métiers immédiatement remplaçables par l'IA",Oui,"Qu'elle ne me fasse tomber dans la paresse, qu'elle ne me mâche tellement le travail que j'en oublierait ce qui se passe réellement derrière, et que cela ne me fasse régresser en maîtrise et en connaissances.",Non,Oui,Non,Peut-être,"La vraie grosse crainte que j'ai par rapport à l'IA dans le travail de manière générale, est qu'elle soit utilisée non pas comme un moyen de faciliter le travail de l'humain, mais plutôt comme un moyen de remplacer l'humain. Comme ce fut le cas pour les ouvriers lors de l'arrivée de la machine. Et que dans une optique purement capitaliste, les détenteurs de capital ne cherchent qu'à augmenter leurs profits à eux, en réduisant leur masse salariale. Je pense que l'IA peut être utilisée comme un formidable outil, une aide, qui permettrait à l'humain de travailler moins, tout en gagnant autant d'argent, et ainsi pouvoir réinvestir le temps gagné dans sa famille et son épanouissement personnel. Donc c'est plus de l'usage qui en sera fait dont j'ai peur, plutôt que de la technologie elle-même.",Énergie et Environnement,R&D,opé,1,2,0,1.0,2.0,1
12/05/2024 17:57:01,Femme,45-55 ans,Santé et services sociaux,Social,Pas du tout familier,Non,Plutôt réticent,Rarement,{'Reconnaissance faciale/biometrique'},{'Gain de temps'},Non,,3,Non,Un peu,Un peu,Non,Je gere de l humain,Non,,Non,Non,Non,Peut-être,Non,Santé et Services Sociaux,Social,sup,0,1,1,1.0,1.0,1
13/05/2024 10:00:31,Homme,55 ans et plus,Technologies de l'information et de la communication (TIC),IT (Technologies de l'Information),Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,manque de Précisons sur les Données,4,Non,Pas du tout,Un peu,Non,Pas encore assez puissante sur les mécanismes décisionnels,Non,,Non,Oui,Oui,"Oui, certainement",,TIC,TIC,opé,1,3,2,0.0,1.0,2
13/05/2024 11:48:37,Femme,45-55 ans,Construction et génie civil,Finance/Comptabilité,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Accès à des recommandations personnalisées', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Considérablement,Moyennement,Non,Je serais à la retraite,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,Peut-être,,Immobilier et Construction,Finance et Comptabilité,sup,1,2,1,3.0,2.0,1
13/05/2024 11:53:56,Femme,45-55 ans,Immobilier,Vente/Commercialisation,Pas du tout familier,Non,Plutôt ouvert,Jamais,{'Assistant vocal'},{'Gain de temps'},Je ne m'en suis jamais servi,,3,Non,Moyennement,Moyennement,Non,Je ne suis pas sûre que cela remplace l'humain,Non,,Non,Non,Oui,Peut-être,,Immobilier et Construction,Ventes et Marketing,opé,0,2,0,2.0,2.0,1
13/05/2024 13:37:00,Homme,45-55 ans,Construction et génie civil,Direction,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,2,Non,Moyennement,Moyennement,Non,Nsp,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",Non,Immobilier et Construction,Direction et Management,dir,1,2,1,2.0,2.0,2
13/05/2024 13:47:28,Femme,55 ans et plus,"Services professionnels (consulting, juridique, comptabilité, etc.)",Juridique,Un peu familier,Non,Très ouvert,Très souvent,"{'Prise de decision', 'Assistant vocal', 'Gestion des relations client', 'Language Model', 'Reconnaissance faciale/biometrique'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Considérablement,Moyennement,Non,Je suis avocat et je pense que l’IA ne peut pas remplacer véritablement  mes missions,Oui,Crainte de voir l’IA remplacer les juges.,Non,Oui,Oui,"Oui, certainement",,Services Professionnels,Juridique,sup,1,3,3,3.0,2.0,2
13/05/2024 14:26:21,Homme,25-35 ans,Immobilier,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Moyennement,Pas du tout,Non,"La valeur humaine n'est pas remplaçable, quelque soit le potentiel de l'IA",Non,,Non,Non,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,2,2,2.0,0.0,2
13/05/2024 14:33:08,Homme,25-35 ans,Technologies de l'information et de la communication (TIC),Gestion de projet,"Oui, très familier",Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,Certaines taches nécessitent des connaissances spécifiques et une prise de décision complexe que l'IA ne peut pas prendre,Non,,Non,Oui,Oui,Peut-être,,TIC,Gestion de Projet,opé,2,2,1,1.0,1.0,1
13/05/2024 16:04:39,Homme,25-35 ans,Industrie,R&D,Un peu familier,Non,Plutôt ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Un peu,Moyennement,Non,"Mon emploi nécessite des connaissances et des choix pour lesquels je considère l’IA comme insuffisante. De plus, il contient des aspects matériels avec des jugements subjectifs.",Non,,Oui,Oui,Oui,"Oui, certainement",,Industrie et Technique,R&D,opé,1,2,3,1.0,2.0,2
13/05/2024 16:59:25,Homme,18-25 ans,Immobilier,IT (Technologies de l'Information),"Oui, très familier",Non,Très ouvert,Parfois,"{'Prise de decision', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,"Pas toujours fiable, il faut vérifier à chaque fois",4,Non,Un peu,Pas du tout,Non,Impossible d'etre remplacer,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,TIC,opé,2,3,2,1.0,0.0,2
13/05/2024 17:33:05,Femme,45-55 ans,Technologies de l'information et de la communication (TIC),IT (Technologies de l'Information),"Oui, très familier",Non,Très ouvert,Parfois,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,"Hallucinations, biais",3,Non,Pas du tout,Pas du tout,Non,Ce n'est pour le moment qu'un outil me permettant de gagner du temps sur des tâches sans véritable valeur ajoutée pour me consacrer à des activités qui en ont. L'IA est pour moi une fonction support.,Oui,La fuite des données lorsque les outils IA utilisés ne sont pas maîtrisés par l'entreprise,Oui,Oui,Oui,"Oui, certainement",Attention aux données de l'entreprise qui sont exposées à l'IA,TIC,TIC,opé,2,3,2,0.0,0.0,2
13/05/2024 18:03:28,Homme,25-35 ans,Immobilier,Gestion de projet,Un peu familier,Oui,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Moyennement,Considérablement,Non,Impossible pour l'IA par exemple de faire un permis de construire complet par exemple ou dans tous les cas si cela venait à arriver il faudrait quelqu'un pour l'analyser,Non,,Non,Non,Oui,Peut-être,,Immobilier et Construction,Gestion de Projet,opé,1,2,1,2.0,3.0,1
13/05/2024 18:07:12,Femme,18-25 ans,Immobilier,Direction,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Un peu,Moyennement,Non,Commercial,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Direction et Management,dir,1,3,1,1.0,2.0,2
13/05/2024 19:48:38,Femme,45-55 ans,Éducation et formation,Direction,Un peu familier,Non,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}",{'Simplification des tâches quotidiennes'},Non,,3,Non,Pas du tout,Pas du tout,Non,Plus rapide,Non,,Non,Oui,Non,Peut-être,,Formation,Direction et Management,dir,1,2,0,0.0,0.0,1
13/05/2024 20:15:21,Femme,35-45 ans,Santé et services sociaux,Social,Pas du tout familier,Oui,Plutôt réticent,Jamais,{'Reconnaissance faciale/biometrique'},{'Simplification des tâches quotidiennes'},Je ne m'en suis jamais servi,,1,Oui,Pas du tout,Considérablement,Non,Ne peut pas remplacer l’empathie,Non,,Non,Non,Non,"Oui, certainement",,Santé et Services Sociaux,Social,sup,0,1,0,0.0,3.0,2
13/05/2024 21:08:20,Femme,55 ans et plus,Santé et services sociaux,Finance/Comptabilité,Pas du tout familier,Oui,Plutôt réticent,Rarement,{'Reconnaissance faciale/biometrique'},{'Gain de temps'},Non,,4,Oui,Moyennement,Moyennement,Non,Je n’ai pas l’intention de l’utiliser,Non,,Mon entreprise n'utilise pas l’IA,Non,Non,"Non, probablement pas",,Santé et Services Sociaux,Finance et Comptabilité,sup,0,1,1,2.0,2.0,0
13/05/2024 21:26:18,Femme,45-55 ans,Médias et divertissement,Photographe,Un peu familier,Oui,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}",{'Amélioration de la productivité'},Oui,Dérive completement folle sur des photos,3,Oui,Un peu,Pas du tout,Non,"Dans mon domaine de vraies photos sont irremplaçables mais l'ia permet des corrections de fond, de décors",Oui,De plus en plus d'images sont faites 100 % avec l'ia,Non,Non,Non,Peut-être,,Médias et Divertissement,Médias et Divertissement,opé,1,2,2,1.0,0.0,1
13/05/2024 21:51:55,Femme,45-55 ans,Médias et divertissement,Regie,Pas du tout familier,Non,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,3,Oui,Moyennement,Considérablement,Non,C’est un métier assez manuel on a besoin de l’humain,Non,,Non,Oui,Non,"Oui, certainement",,Médias et Divertissement,Médias et Divertissement,sup,0,2,0,2.0,3.0,2
13/05/2024 22:35:57,Femme,45-55 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Ressources Humaines,Pas du tout familier,Oui,Plutôt ouvert,Jamais,{'Reconnaissance faciale/biometrique'},{'Gain de temps'},Je ne m'en suis jamais servi,,3,Oui,Pas du tout,Moyennement,Non,Certaines taches necessitent une analyse humaine,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",,Services Professionnels,RH,sup,0,2,0,0.0,2.0,2
13/05/2024 23:14:25,Homme,18-25 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Gestion de projet,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Pas du tout,Pas du tout,Non,Métier irremplaçable car beaucoup de contacts humains (conseil & banques d’affaires),Non,,Non,Oui,Oui,"Oui, certainement",,Services Professionnels,Gestion de Projet,opé,2,3,3,0.0,0.0,2
14/05/2024 08:31:05,Homme,45-55 ans,Transport et logistique,Production/Fabrication,Pas du tout familier,Non,Plutôt ouvert,Jamais,{'Prise de decision'},{'Amélioration de la productivité'},Non,,3,Non,Moyennement,Pas du tout,Non,Je pense que la présence humaine rassure la clientèle,Non,,Non,Non,Oui,Peut-être,,Transport et Logistique,Production,opé,0,2,0,2.0,0.0,1
14/05/2024 09:08:41,Femme,45-55 ans,Immobilier,Gestion de projet,Un peu familier,Oui,Plutôt réticent,Jamais,{'Assistant vocal'},{'Gain de temps'},Je ne m'en suis jamais servi,,3,Oui,Considérablement,Considérablement,Oui,Un IA donnera forcément une réponse plus rapidement et dans le sens du manager et ne devra pas être payé par un salaire,Oui,Que dans le temps l'homme ne sache plus pensé par soi même. Perde de sa créativité . Que le cerveau au fil des années dans le futur la nouvelle génération est un cerveau en perte de vitesse de réflexion. Peut-être la fin des longues études dans le cursus scolaires si l'IA a toute les réponses.,Non,Non,Non,Peut-être,A utiliser seulement dans le cas ou les salariés ont besoins d'un support en renfort d'idées.,Immobilier et Construction,Gestion de Projet,opé,1,1,0,3.0,3.0,1
14/05/2024 09:41:13,Homme,45-55 ans,Médias et divertissement,Direction,Un peu familier,Non,Plutôt réticent,Parfois,"{'Assistant vocal', 'Language Model'}",{'Gain de temps'},Non,,1,Oui,Moyennement,Considérablement,Non,Le réflexion est unique et infalsifiable,Non,,Non,Non,Non,Peut-être,,Médias et Divertissement,Direction et Management,dir,1,1,2,2.0,3.0,1
14/05/2024 10:03:55,Femme,25-35 ans,Tourisme et hôtellerie,ACCUEIL,Pas du tout familier,Non,Plutôt ouvert,Rarement,{'Language Model'},{'Simplification des tâches quotidiennes'},Je ne m'en suis jamais servi,,2,Non,Moyennement,Pas du tout,Non,Rien ne remplace l'esprit humain,Non,,Non,Non,Non,"Oui, certainement",non,Tourisme et Hôtellerie,Administration,sup,0,2,1,2.0,0.0,2
14/05/2024 10:04:13,Femme,55 ans et plus,Immobilier,Marketing/Communication,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Imprécision,3,Oui,Moyennement,Moyennement,Non,Besoin d'intelligence émotionnelle fort dans mon secteur d'activité,Oui,Uniformisation des propositions de valeurs,Oui,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Ventes et Marketing,sup,1,2,2,2.0,2.0,2
14/05/2024 10:44:37,Ne souhaite pas répondre,55 ans et plus,Le ramassage scolaire,Direction,"Oui, très familier",Oui,Très réticent,Très souvent,"{'Prise de decision', 'Assistant vocal', 'Gestion des relations client', 'Language Model', 'Reconnaissance faciale/biometrique', 'Autres'}","{'Gain de temps', '', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,1,Non,Pas du tout,Considérablement,Oui,meilleure,Non,rien,Oui,Non,Oui,"Non, probablement pas",,Transport et Logistique,Direction et Management,dir,2,0,3,0.0,3.0,0
14/05/2024 10:55:39,Homme,25-35 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Direction de la Securité des Systèmes d'Information,Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Autres', 'Language Model'}","{'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,"Des réponses, suggestions ou conclusions erronées.",3,Non,Pas du tout,Un peu,Non,"Mon travail nécessite une analyse humaine, des interactions avec différents acteurs etc... Des éléments qu'une IA ne peut accomplir. Pour autant l'IA peut apporter un certain gain de productivité en particulier lors de la rédaction de documents, de corrélation de la donnée...",Non,,Non,Oui,Non,Peut-être,,Services Professionnels,TIC,opé,1,3,2,0.0,1.0,1
14/05/2024 11:58:57,Homme,45-55 ans,Énergie et environnement,Production/Fabrication,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Confidentialité des données / donnees historique limitee,3,Oui,Moyennement,Considérablement,Non,Mon age me permet de rester serein - je suis plus inquiet pour mes enfants cependant,Oui,Mon age me permet de rester serein - je suis plus inquiet pour mes enfants cependant,Oui,Oui,Oui,Peut-être,,Énergie et Environnement,Production,opé,2,3,3,2.0,3.0,1
14/05/2024 13:54:10,Homme,25-35 ans,Immobilier,Finance/Comptabilité,Un peu familier,Oui,Plutôt ouvert,Jamais,{'Reconnaissance faciale/biometrique'},"{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Moyennement,Moyennement,Non,L'humain est nécessaire dans le cadre de la relation client,Non,,Non,Oui,Oui,Peut-être,,Immobilier et Construction,Finance et Comptabilité,sup,1,2,0,2.0,2.0,1
14/05/2024 14:21:29,Femme,35-45 ans,Immobilier,Finance/Comptabilité,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Non,,3,Oui,Un peu,Un peu,Non,"Pour le moment mon métier n'est pas remplaçable par une IA,  lorsqu'un métier disparaît d'autres se créent. Il faudra s'adapter.",Oui,"de perdre la logique ""humaine"" qui prend en compte d'autres éléments d'analyse pour la prise de décisions.",Non,Non,Non,"Oui, certainement",,Immobilier et Construction,Finance et Comptabilité,sup,1,2,2,1.0,1.0,2
14/05/2024 15:14:55,Homme,25-35 ans,ICNA,Opérationnel,Un peu familier,Non,Plutôt ouvert,Jamais,{'Reconnaissance faciale/biometrique'},"{""Pas d'IA""}",Je ne m'en suis jamais servi,,3,Oui,Considérablement,Considérablement,Oui,Que l'IA me remplace,Oui,Cf ci dessus,Non,Oui,Oui,"Oui, certainement",,Transport et Logistique,Opérationnel,opé,1,2,0,3.0,3.0,2
14/05/2024 15:21:06,Femme,35-45 ans,Transport et logistique,Controleur aerien,Un peu familier,Oui,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Autres', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Considérablement,Considérablement,Non,Avant que ce soit au point je serai à la retraite,Non,,Non,Oui,Oui,"Oui, certainement",,Transport et Logistique,Aéronautique et Navigation Aérienne,opé,1,2,1,3.0,3.0,2
14/05/2024 15:22:35,Homme,35-45 ans,Transport et logistique,Exploitation,Un peu familier,Oui,Plutôt réticent,Jamais,{'Reconnaissance faciale/biometrique'},"{'Gain de temps', 'Accès à des recommandations personnalisées', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,4,Oui,Moyennement,Moyennement,Non,"Travail spécifique , expertise humaine nécessaire",Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,Peut-être,,Transport et Logistique,Services Techniques et Exploitation,opé,1,1,0,2.0,2.0,1
14/05/2024 15:46:14,Femme,35-45 ans,Transport et logistique,R&D,Un peu familier,Non,Plutôt ouvert,Jamais,{'Autres'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,3,Oui,Un peu,Moyennement,Non,Il reste le travail d'Innovation et l'humain prendra encore longtemps la décision et apportera de la plus value pour aller au delà de ce qu'on a déjà fait et qui alimente aujourd'hui l'IA,Oui,Ne pas être suffisamment à l'aise avec son utilisation et prendre du retard sur l'état de l'art,Non,Oui,Oui,Peut-être,Problématique de confidentialité des données utilisées pour l'apprentissage dans le milieu professionnel,Transport et Logistique,R&D,opé,1,2,0,1.0,2.0,1
14/05/2024 15:55:20,Homme,45-55 ans,Industrie,Direction,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Language Model'}","{'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Erreur dans les réponses d'une IA générative (type chatgpt),4,Non,Pas du tout,Pas du tout,Non,"au niveau de direction générale, les décisions sont prises non seulement en s'appuyant sur des données (financières, techniques, extrafinancières) mais aussi en analysant le contexte humain (relations interpersonnelles, éléments non quantifiés (réputation,...). L'ia ne pourra remplacer la seconde partie",Non,,Oui,Oui,Oui,"Oui, certainement","L'IA va accélérer le tempo des entreprises en facilitant les prises de décisions, en donnant accès à toujours plus d'informations , va améliorer leurs compétitivités. L'adoption de l'IA par les entreprises et leurs employés influera grandement sur la performance des sociétés. Il y aura celles qui l'adoptent et en tirent le meilleur parti et les autres.Aucune entreprise ne va y échapper. La question pour les dirigeants est de savoir quand et comment investir dans l'IA compte tenu du foisonnement de solutions et de la multiplicité des domaines potentiellement utilisateurs (marketing, opérations, finance,...)",Industrie et Technique,Direction et Management,dir,2,3,2,0.0,0.0,2
14/05/2024 16:21:38,Homme,35-45 ans,Industrie,R&D,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Oui,Réponse décalée. Manque d’experise,2,Oui,Un peu,Moyennement,Non,Car mon travail est d’adapter les système à des context différent et donc de ne pas standardiser les choix fait,Non,,Non,Oui,Non,Peut-être,,Industrie et Technique,R&D,opé,1,2,2,1.0,2.0,1
14/05/2024 17:38:28,Homme,45-55 ans,Industrie,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Jamais,{'Reconnaissance faciale/biometrique'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,3,Non,Moyennement,Moyennement,Non,L’adaptation est le propre de l’homme.,Non,,Non,Oui,Oui,"Oui, certainement","Comme tous les outils, il faut en garder le controle. La maitrise des données qui l’alimente et surtout conserver l’homme dans toute décision qui puisse être recommandée par l’IA.",Industrie et Technique,Gestion de Projet,opé,1,2,0,2.0,2.0,2
14/05/2024 17:39:07,Femme,45-55 ans,Immobilier,Vente/Commercialisation,Pas du tout familier,Non,Plutôt réticent,Jamais,{'Autres'},"{'Accès à des recommandations personnalisées', 'connaissance'}",Je ne m'en suis jamais servi,,2,Oui,Considérablement,Pas du tout,Oui,Certains métiers supports risquent de disparaitre,Oui,ingérence,Non,Oui,Oui,"Oui, certainement",curieuse de mieux connaitre pour mieux l'utiliser mais peur de la perte d'emploi,Immobilier et Construction,Ventes et Marketing,opé,0,1,0,3.0,0.0,2
14/05/2024 17:41:10,Homme,35-45 ans,Industrie,R&D,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}",{'Simplification des tâches quotidiennes'},Oui,Reponse erronée,2,Non,Pas du tout,Pas du tout,Non,"L'ia a la connaissance,  l'homme la compétence.",Non,,Non,Oui,Oui,"Oui, certainement",,Industrie et Technique,R&D,opé,1,2,1,0.0,0.0,2
14/05/2024 20:50:07,Femme,35-45 ans,Immobilier,Finance/Comptabilité,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Non,,4,Non,Pas du tout,Pas du tout,Non,RAS,Non,,Non,Oui,Oui,Peut-être,,Immobilier et Construction,Finance et Comptabilité,sup,2,3,2,0.0,0.0,1
14/05/2024 23:41:57,Femme,35-45 ans,Énergie et environnement,Marketing/Communication,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Non,,4,Non,Pas du tout,Un peu,Non,Non car l’IA est un outil permettant de gagner en productivité et ne remplacera pas l’humain,Non,,Non,Oui,Oui,"Oui, certainement",,Énergie et Environnement,Ventes et Marketing,sup,2,2,2,0.0,1.0,2
15/05/2024 09:10:38,Homme,25-35 ans,Finance et assurance,Ressources Humaines,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Gestion des relations client', 'Language Model'}","{'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Manque de précision dans les résultats,3,Non,Pas du tout,Pas du tout,Non,"A mon sens, l'IA doit être considéré comme une extension de l'humain, nous devons apporter notre touche créative afin d'obtenir un résultat qui colle à l'objectif",Non,,Oui,Oui,Oui,"Oui, certainement",Il est nécessaire pour les entreprise de dispenser une acculturation à la data et à l'IA auprès de ses collaborateurs afin de faciliter son intégration ainsi que son acceptation,Finance et Assurance,RH,sup,1,3,1,0.0,0.0,2
15/05/2024 10:53:41,Homme,25-35 ans,Immobilier,Gestion de projet,Un peu familier,Non,Très ouvert,Jamais,{'Autres'},{'Amélioration de la productivité'},Je ne m'en suis jamais servi,,3,Non,Moyennement,Un peu,Non,.,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,3,0,2.0,1.0,2
15/05/2024 13:17:27,Homme,35-45 ans,Immobilier,Direction,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Oui,ne correspond pas a mes attentes,3,Non,Moyennement,Moyennement,Non,l'humain reste au centre de mon métier,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Direction et Management,dir,1,2,2,2.0,2.0,2
15/05/2024 14:24:59,Femme,45-55 ans,Énergie et environnement,Secrétariat général,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}",{'Gain de temps'},Non,,3,Oui,Un peu,Un peu,Non,Métier pas complètement remplaçable par IA dans l’immédiat,Non,,Oui,Oui,Oui,"Oui, certainement",,Énergie et Environnement,Administration,sup,1,2,2,1.0,1.0,2
15/05/2024 15:11:45,Femme,45-55 ans,Immobilier,Juridique,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,"A l'heure actuelle, l'IA n'est pas en mesure de substituer à des collaborateurs experts dans mon domaine.",Oui,Ethique,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Juridique,sup,1,3,1,1.0,1.0,2
15/05/2024 15:19:56,Femme,45-55 ans,Construction et génie civil,IT (Technologies de l'Information),Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Autres', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Pas du tout,Pas du tout,Non,L'IA ne fait pas tout,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,TIC,opé,1,3,2,0.0,0.0,2
15/05/2024 21:40:42,Femme,45-55 ans,Industrie,Achats,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Non,,3,Non,Un peu,Pas du tout,Non,"C’est un outil, qui augmente les capacités humaines mais ne les remplace pas",Non,,Non,Oui,Oui,"Oui, certainement",,Industrie et Technique,Achats et Supply Chain,opé,1,2,1,1.0,0.0,2
15/05/2024 23:24:24,Homme,45-55 ans,Recherche,R&D,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,3,Non,Pas du tout,Pas du tout,Non,L’IA ne peut faire mon métier qui nécessite de fortes interactions humaines,Non,,Oui,Oui,Non,"Oui, certainement",,Recherche,R&D,opé,1,3,1,0.0,0.0,2
